date,verified_purchase,rating,helpful,title,review,country,helpful_aug,is_positive_review,helpfulness_score
"December 13, 2025",TRUE,5,NA,Worth it!,"Love everything this does!!! Only complaint is that I ordered a large and it still feels snug. Maybe it will expand the more I use.<br>Easy set up. Great to use when walking and not needing earphones. Having the hands free to take picture, is amazing.<br>Planning to get other styles.",United States,0,1,4.583695507308244
"July 9, 2024",TRUE,1,1075,Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time,"This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses.",United States,1075,0,4.644854933578508
"December 9, 2025",TRUE,4,NA,Upsetting,"We purchased 2 pairs September 2024, since September this year while on vacation I took pictures and recorded videos and they didn't save .Very upsetting because these were beautiful moments and memories I captured.",United States,4,1,3.957706564232721
"September 18, 2025",TRUE,4,NA,exelente acesorio,exelente acesorio,United States,1,1,3.346995108581482
"December 4, 2025",TRUE,5,NA,Excelentes  a mi esposo le encantan,Excelentes  a mi esposo le encantan,United States,0,1,5.254035374377837
"July 9, 2024",TRUE,1,1075,Update 2. Device so useless as to be unbelievable.  Software is not ready for Prime Time,"This is an update to an update to an update.  I’ve officially downgraded these glasses to one star. If the Amazon Gods would only let us use negative values I would be even happier. .  After almost 10 days of trying to use these things while on our European vacation, I have to declare them the single most defective, most useless device purchased on Amazon (or anywhere) in a very long time.  I normally carry both an iPhone and iPad with me.  The software is so kludgy that it never knows where or how to connect.  The Ai function does not work at all.  Period.  No amount of fiddling will make it work.  This, in spite of the fact that I’ve tried connecting to the US via a VPN.  To make things worse is the fact that you will often, and unknowingly, begin to take either photos or videos.  I have some stunning photos of my shoes, the carpet, and the bright blue sky. This all happens as you sit in a lounge chair looking goofy because the LED light, which cannot be disabled, blinks to let people know you seem to prefer a video of your shoes rather than the stunning native scenery.  People tend to alternate looking at you as both a pervert and an idiot.  Good grief, I can’t wait to send these things back to Amazon.  The value of this product should be about $10 and be on the rack in the convention store with the other cheap glasses that are more often stolen than purchased.<br><br>  These glasses are so useless as to be really unbelievable.  They will not stay connected to any iOS device.  They constantly lose Bluetooth connectivity.  It seems the Ai function is not available outside the US as it refuses to work in Europe.  The glasses refuse to connect to a European WiFi.  Whatever you do.  Do NOT believe any of the glowing reviews from the YouTube hucksters who are getting free swag and being paid to tout this product.  Take it from me.  These glasses are not going to do what you want them to do.  Rayban you should be ashamed of lending your good name to a carnival side show barker such as Zuckerberg.<br><br>So, while everyone is posting somewhat rave reviews, let’s discuss the cons of owning these glasses.  I bought these glasses for use both on vacation, as well as an addition to my studio cameras that I use for my Edge Of Innovation channel on YouTube.<br><br>The software is wonky. Seemingly it will not pair with two iOS devices.  For example, you cannot pair the device with both your iPhone and IPad.  Once paired there is a goofy, convoluted process to do a full reset of the glasses in order to pair with another device.  Speaking of using with an iPad…there is no iPad specific app for the glasses.  To use the Meta View app one must use the app as an iPhone app in the enlarged view in the portrait mode.  Software this bad from two major companies is simply unacceptable in today’s world.<br><br>As we all know, there is no love lost between Apple and Meta.  This becomes clear when using this device.  It is my greatest hope that Apple will create a competing device and Sherlock this device from Meta.<br><br>I should mention that the only reason this is not a 1-star review is because the glasses themselves are okay as far as actually working as sun glasses.",United States,1075,0,5.896264365175726
"December 25, 2025",TRUE,5,NA,Todo funciona bien y cumple con todo lo que esperaba,Excelentes,United States,2,1,6.23575873752809
"December 28, 2025",TRUE,5,NA,My best purchase of 2025,"My favorite purchase of 2025... they look beautiful, they are of excellent quality, they record super sharp, the design and size are perfect, super comfortable, easy to use, excellent visibility, I get everything and more in this product. I recommend it 100%.",United States,0,1,5.687678273072087
"December 28, 2025",TRUE,5,NA,My best purchase of 2025,"My favorite purchase of 2025... they look beautiful, they are of excellent quality, they record super sharp, the design and size are perfect, super comfortable, easy to use, excellent visibility, I get everything and more in this product. I recommend it 100%.",United States,2,1,6.434248760641799
"December 15, 2025",TRUE,5,NA,What a cool gift,"These weee an amazing present for my bf he really liked them more than I thought and was able to ask questions in real time about traffic take videos etc. the quality is good. I got them for Black Friday, saw they went on sale even more wish I got them for the lower price but they are still an awesome gift.",United States,3,1,6.61370121107109
"October 12, 2025",TRUE,3,5,Nice video taking!,"I recently upgraded from the Stories to these glasses, and I have no regrets. The matte black design is absolutely stunning, and the tint change in sunlight works wonders. They fit snugly on my head, slightly bending the glasses out, but they stay in place. They’re comfortable for a few hours, but I need to take them off to give my head a break.<br><br>These glasses are perfect for listening to music secretly and taking hands-free videos and photos. I especially love the touch controls and the Meta AI whenever I’m too busy with my hands. However, the connectivity can be inconsistent. Spotify sometimes doesn’t work, and the Wi-Fi connection for downloading videos doesn’t even establish a connection, forcing me to shut down and restart the glasses.<br><br>Another interesting feature is the light placement. It’s on the right side, middle, inside the right glasses frame. This placement sometimes makes me look in that direction to check if the glasses are listening. In contrast, the light on the Stories glasses was closer to the temples.<br><br>Overall, these glasses are incredibly nice and have received multiple compliments.",United States,5,0,3.1393507050124625
"November 12, 2025",TRUE,5,NA,Now you see me,"I purchased these for my fiancé, for our anniversary. He absolutely loves them, he said that they are so fun. They are the perfect size for his peanut head. He loves the fact that the lens are so dark and protects his eyes from the sun. The things that you can do with these sunnies are insane. Ray-ban did number with these.",United States,0,1,5.046623952911467
"December 13, 2025",TRUE,5,NA,Worth it!,"Love everything this does!!! Only complaint is that I ordered a large and it still feels snug. Maybe it will expand the more I use.<br>Easy set up. Great to use when walking and not needing earphones. Having the hands free to take picture, is amazing.<br>Planning to get other styles.",United States,1,1,5.305605742546503
"December 20, 2025",TRUE,3,NA,"CAUTION, IT MAY NOT WORK IN YOUR REGION","META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future.",United States,0,0,1.4994567884691872
"December 15, 2025",TRUE,5,3,They’re great!,"Got these for my boyfriend for Christmas. Clearly couldn’t wait until Christmas to give them to him I was too excited plus wanted to give them early incase we needed to return or replace them. He LOVES them, my only regret is not getting the transition lenses because he wants to wear them all the time! They fit great and work great camera quality is actually really good! Would recommend. I plan to purchase some for myself (:",United States,1,1,5.62592098426376
"August 26, 2025",TRUE,5,3,Glad I finally got them,"This review is for the size large wayfarer. I was in the fence for a long time about getting these. I bought a cheaper knock of brand to try the basic features of AI glasses and the music and call capabilities of the mic and speakers, and I'm glad I went cheap first. The speaker volume was dismal and the app sucked it was almost impossible to find, much less upload videos. So I bought the metas, wow! I'm not a content creator or anything like that but the volume of the speakers and sound quality is much better than I expected, the pictures are plenty clear enough for me and the videos upload pretty seamlessly to the app and to my phone. I've used the AI just to ask some basic things and it is quick to respond. So far the supposed horrible battery life hasn't happened for me because I don't do much but listen to music and make an occasional phone call or snap a picture here and there. If battery life became an issue I bought a charger that can be used while you are wearing the glasses that can be connected to a power bank. Problem solved.",United States,7,1,7.358426817691936
"September 17, 2025",TRUE,5,30,Incredible product,"I purchase the clear lenses rayban meta just before leaving on vacation and used them often to snap photos and videos on our month away. It wasn't until I returned home that I realized how much incredible footage I took hands free. The quality of the images and videos are so impressive with a really large field of view. There is no way I could have captured so many great moments on our holiday with a conventional camera or phone. Totally unobtrusive hands free operation, just say “hey meta” take a picture or video and the glasses do the rest. I also use them to listen to my music with really good audio quality, especially considering I cant even figure out where the sound is coming from. Meta ai also answers questions and translates several languages, (hopefully meta adds Greek to the translated languages though). These were a great purchase, and cost less than my regular sunglasses that are plastic with no I.Q",United States,28,1,8.250975203482218
"December 7, 2025",TRUE,4,8,"Great smart shades, but need more power",NA,United States,8,1,4.945518866481997
"July 23, 2025",TRUE,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,6,1,5.018564542454529
"August 25, 2025",TRUE,4,NA,Great glasses but green lenses option isnt green its jet black still great glasses,I use these to take videos on roller coaster in poverty format. They do so much more they are an awesome buy and I do not regret them I'm always learning new things they do. I do have 2 reasons why I gave it a 4 and not 5 star. First off the battery life is rough when filming. That can be fixed with a accessory that adds a cord for battery life. My biggest thing was I bought the green lenses because in the picture they do t look that dark. Don't be fooled in person they as black as limo tint. I had to buy aftermarket lenses because I thought they would be lighter so be prepared and know the green aren't green tint they are black as night. Other than that great glasses would buy again.,United States,4,1,4.990310011696773
"December 13, 2025",TRUE,5,NA,Worth it!,"Love everything this does!!! Only complaint is that I ordered a large and it still feels snug. Maybe it will expand the more I use.<br>Easy set up. Great to use when walking and not needing earphones. Having the hands free to take picture, is amazing.<br>Planning to get other styles.",United States,3,1,6.512514275023914
"December 25, 2025",TRUE,5,NA,Todo funciona bien y cumple con todo lo que esperaba,Excelentes,United States,3,1,5.190396904907349
"December 22, 2025",TRUE,5,NA,super handy!!,I love these glasses! They're super helpful to use when I don't want to take out my phone. Trying the display ones next!,United States,4,1,5.663642313162549
"December 22, 2025",TRUE,5,NA,super handy!!,I love these glasses! They're super helpful to use when I don't want to take out my phone. Trying the display ones next!,United States,4,1,6.9028629025741886
"September 17, 2025",TRUE,5,30,Incredible product,"I purchase the clear lenses rayban meta just before leaving on vacation and used them often to snap photos and videos on our month away. It wasn't until I returned home that I realized how much incredible footage I took hands free. The quality of the images and videos are so impressive with a really large field of view. There is no way I could have captured so many great moments on our holiday with a conventional camera or phone. Totally unobtrusive hands free operation, just say “hey meta” take a picture or video and the glasses do the rest. I also use them to listen to my music with really good audio quality, especially considering I cant even figure out where the sound is coming from. Meta ai also answers questions and translates several languages, (hopefully meta adds Greek to the translated languages though). These were a great purchase, and cost less than my regular sunglasses that are plastic with no I.Q",United States,29,1,8.005172691998514
"September 17, 2025",TRUE,5,30,Incredible product,"I purchase the clear lenses rayban meta just before leaving on vacation and used them often to snap photos and videos on our month away. It wasn't until I returned home that I realized how much incredible footage I took hands free. The quality of the images and videos are so impressive with a really large field of view. There is no way I could have captured so many great moments on our holiday with a conventional camera or phone. Totally unobtrusive hands free operation, just say “hey meta” take a picture or video and the glasses do the rest. I also use them to listen to my music with really good audio quality, especially considering I cant even figure out where the sound is coming from. Meta ai also answers questions and translates several languages, (hopefully meta adds Greek to the translated languages though). These were a great purchase, and cost less than my regular sunglasses that are plastic with no I.Q",United States,33,1,7.905645729045602
"February 27, 2024",TRUE,3,475,Not really all that much a fan,"I'll probably wind up returning these, as the price point is just too high for the amount of functionality I'm getting out of them.  The concept is pretty good, but the implementation is really quite poor.  The ""smart"" aspects of these glasses include the ability to use an AI voice assistant, the bluetooth headset, and the integrated camera.  The AI assistant is incredibly limited in what it can do -- it cannot open apps, it cannot send e-mails, it cannot read texts that are any longer than a few words, it cannot offer translations (audio or visual), it cannot identify objects you're looking at, it cannot offer directions.  Basically, it can read short texts, respond to them, and transmit your ringtone to your face.  Cool.  I'm sure it has some more functionality, but all the things I've tried to do with it have been met with an, ""I'm sorry, Dave, I can't do that.""  And what it can do, I can do with a basic $25 bluetooth headset.<br><br>The bluetooth audio is kind of cool, and uses bone induction.  I find it a little tickling when I use it for some music.  Kind of a weird feeling.  It's also audible to people around me, whereas my regular bluetooth earbuds are not.  And, of course, if you take your shades off, you lose your audio.  Still, it was nice to hike with a little music going without earbuds -- but I can't wear them to listen to music while waiting for an appointment inside (unless I wanna be the dude who wears shades inside, or pay an arm and a leg for transition lenses).<br><br>The camera had some potential to be a leading feature in the device, but it is severely limited.  You are only going to get one ""lens;"" there's no zooming, there's no adjusting focus, etc.  Spot a really cool bird you want to take a picture of?  You're going to get everything that's in your field of view in that photo, and better hope it's at a position in the field to be in focus.  The videos are limited to 60-seconds for some reason (even though the glasses can hold several such videos?).  And you can only transmit between your phone and the glasses over WiFi, so if you take a bunch of a pictures, you're not going to get to see what you got until you're back on WiFi.  Meh.  I also found the camera timing to be pretty laggy -- obviously saying, ""Hey Meta, take a picture"" takes a few second, but even hitting the button, there's a delay between that and when the picture is taken -- that cool bird is now in a different tree.<br><br>Perhaps the most annoying aspect of the camera are the ""anti creep"" technology incorporated into it.  It has an audible shutter sound when taking a picture, and an incredibly bright LED that glows whenever the camera is in use, including for video.  Neither can be disabled.  I can see the LED out of the corner of my eye, and it's incredibly distracting.  Ironically, the audible sound is itself creepy.  Take a picture with your glasses in a relatively quiet setting, and everyone turns wondering what the guy with the camera glasses is taking a pic of (and half of them assume it was them).  The button to take a picture with the glasses is right at the point I tend to touch to when I adjust the glasses, too, so I have lots of pictures of nothing.<br>The LED video light is so distracting to anyone being recorded -- it's a little like having your flash on when you try to record video.  My fiancee cutting her cake?  ""Can you turn that light in my face off?""<br>For recording things that aren't people, like my dog, or a bike ride, it can also be problematic.  Trying to take a video of my dog playing, who always stops when a camera is aimed at her, she decided ""glowy light on my human's face"" must die.  Hey, I get that there's a fear that people will use these things for nefarious purposes, but ... let's face it, if I wanted to do that -- and I don't -- there are cheaper and easier ways to do it (including the fact that cell phones are so ubiquitous today, they're ignored).<br><br>The charging of these things is just plain silly.  You have to plug the case into a USB-C cord, charge the case, then put your glasses into the case to charge them.  There's no way to directly charge your glasses.  The case holds about three glasses charges (I got about 3-4 hours per charge on the glasses, which isn't much).  So, if you don't have your case with you, you can't charge your glasses.  The day I left the case at home, I had ""nice shades"" that did nothing by lunchtime.  It's one more thing to lose, and the cases is fairly bulky, so not convenient to carry around.  I also can't help but think that charging the battery in the case to charge the battery in the glasses is terribly inefficient.<br><br>Neat novelty toy, but I can't say they warrant the very high price tag.",United States,475,0,7.980534945805222
"December 9, 2025",TRUE,4,NA,Upsetting,"We purchased 2 pairs September 2024, since September this year while on vacation I took pictures and recorded videos and they didn't save .Very upsetting because these were beautiful moments and memories I captured.",United States,0,1,3.0825387939247144
"September 18, 2025",TRUE,4,NA,exelente acesorio,exelente acesorio,United States,1,1,4.0791439214914
"November 12, 2025",TRUE,5,NA,Now you see me,"I purchased these for my fiancé, for our anniversary. He absolutely loves them, he said that they are so fun. They are the perfect size for his peanut head. He loves the fact that the lens are so dark and protects his eyes from the sun. The things that you can do with these sunnies are insane. Ray-ban did number with these.",United States,1,1,4.9279563721350055
"December 26, 2025",TRUE,5,NA,Quality and durability,Christmas gift. My son loved it. I was expecting it to do a lot more but it only records what you’re looking at and you can ask Meta questions and other things which respond back. Glasses are regular and do not play anything on lenses.,United States,1,1,5.5435938414147925
"November 12, 2025",TRUE,5,NA,Now you see me,"I purchased these for my fiancé, for our anniversary. He absolutely loves them, he said that they are so fun. They are the perfect size for his peanut head. He loves the fact that the lens are so dark and protects his eyes from the sun. The things that you can do with these sunnies are insane. Ray-ban did number with these.",United States,1,1,5.696057837916093
"September 8, 2025",TRUE,4,NA,Transitions not very good..,You would think transition would be clear inside and sunglasses outside. Its not. They turn a little bit green but block no sun. I should have just bought one clean and one full on sunglasses.,United States,1,1,4.039773138927386
"November 12, 2025",TRUE,5,NA,Now you see me,"I purchased these for my fiancé, for our anniversary. He absolutely loves them, he said that they are so fun. They are the perfect size for his peanut head. He loves the fact that the lens are so dark and protects his eyes from the sun. The things that you can do with these sunnies are insane. Ray-ban did number with these.",United States,2,1,6.027853840564924
"December 17, 2025",TRUE,4,NA,FRAGILE!! DONT DROP IN ANY WAY!!,I love them .....but DONT DROP THEM!!! recommend getting a way to make sure they dont fall mine stopped working one small drop like 2ft drop if not less than that,United States,4,1,4.878281191824826
"October 9, 2025",TRUE,5,NA,Impressive tech in a stylish pair of glasses,"These Ray-Ban Meta smart glasses cover almost all my needs — the camera, audio, and microphone quality are excellent. I really like the overall look and color; they feel premium and stylish. It fits a bit tightly on the sides of my head, but that also means it stays secure and doesn’t slip off easily. The main downsides are the limited video recording time and the fact that it only works with Meta’s own apps. The charging process is smooth, though the case is a bit bulky and could’ve been smaller. I’ve been using it for quite a while now and overall, I’m very satisfied with the experience.",United States,0,1,4.722887738723934
"January 19, 2025",TRUE,4,115,Great But Short Battery Life,"I bought these used with minor scratches, no problem because I got them to put prescription lenses in. After my annual eye test (my vision thankfully has been stable this year for a change, so the prescription was the same) I gave them to the staff to send off for lenses after signing a waiver that they would not be responsible for any damage to my frames. When I picked them up, my doctor said the company declined to fit the lenses, so he did it himself. My new lenses are progressive, transition, and coated, but in the car they won’t darken much, if at all, because the car’s glass absorbs UV, so I bought aftermarket clip-on, flip-up sunglasses for my Wayfarers.<br><br>Back home the first thing I did was charge them. Then I downloaded the app, turned them on, put them on, and ran through the instructions. They were very clear and easy to follow.<br><br>As eyeglasses, I like the fit and the big lenses. I’m not crazy about the looks, but I didn’t buy them for how they look to others, and to the minor extent that I care, the Wayfarer style is classic.<br><br>As smart glasses, I like how easy it was to pair Bluetooth with my i14. The audio quality is excellent, as far as I can tell with my minor old age hearing loss, and open ear lets me hear the outside world. I’m not so good with the volume control yet, so I do that on my phone, but the audio pause/resume feature is useful. The glasses give an audio cue when I put them on, and another very shortly after when Bluetooth is active. The only times I’ve used the camera were when I fat-fingered the button by mistake, but the photos looked okay before I deleted them on my phone. I like the way the glasses answer the phone and handle texts, hands-free and more convenient than my Fitbit Sense 2, great when driving. I haven’t tried talking to “Hey, Meta” much, but it’s a very interesting feature.<br><br>My main disappointment is the short battery life, in hindsight not surprising with such small batteries. Sometimes I carry my old glasses in my shirt pocket so I can switch while I charge these. The app, which by the way should stay active when wearing these glasses, displays battery %. Charging in the case requires some jiggling to make contact. The charging case is not sold separately. I bought an aftermarket charger that’s easier to use, seems faster, and lets me charge in more than one place: case in the car, new charger in the bedroom. Oh, before I forget again, the glasses give an audio low battery warning at 15% and again at 5%. After charging, when I put them on, they give an audio report, 100% battery.<br><br>This review page suggests that I should mention value for money. I consider this a positive, with audio better than in-ear plugs or pods, still camera and video camera, phone and text answering, access to AI, and stylish sunglasses for much less than the total price of buying them all separately.<br><br>One thing I try to remember when I write a review, if I had it to do over again knowing what I know now, would I still buy it? Yes!<br><br>Edited to add: Yesterday I started a timer when I put on the glasses. I didn't use the audio much, maybe half an hour or so in total, and the 15% bat warning came at 5 hours and 45 minutes, better than I expected. I will time it with full time audio music and report. The aftermarket charger took them back to 100% in 57 minutes. I haven't timed the charging case yet, but will add that when I do.<br><br>Updated edit: After several charges using each, although not precisely timed, the case and the aftermarket charger take substantially the same amount of time to charge the Wayfarers to 100%. The aftermarket charger has a light on full-time when it’s holding the glasses, red for charging and green for fully charged. The case’s light turns on only briefly upon opening or closing the case. Rather than interrupting the charging process to check battery status, especially when charging with the case, I use the app to get the current battery percentage.",United States,114,1,7.867863584610099
"December 20, 2025",TRUE,3,NA,"CAUTION, IT MAY NOT WORK IN YOUR REGION","META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future.",United States,1,0,3.60717732038828
"July 23, 2025",TRUE,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,4,1,4.529891781122407
"November 12, 2025",TRUE,5,NA,Now you see me,"I purchased these for my fiancé, for our anniversary. He absolutely loves them, he said that they are so fun. They are the perfect size for his peanut head. He loves the fact that the lens are so dark and protects his eyes from the sun. The things that you can do with these sunnies are insane. Ray-ban did number with these.",United States,3,1,6.041583367451091
"December 9, 2025",TRUE,4,NA,Upsetting,"We purchased 2 pairs September 2024, since September this year while on vacation I took pictures and recorded videos and they didn't save .Very upsetting because these were beautiful moments and memories I captured.",United States,2,1,4.551352653519943
"December 7, 2025",TRUE,4,8,"Great smart shades, but need more power",NA,United States,10,1,6.11339653428494
"December 20, 2025",TRUE,3,NA,"CAUTION, IT MAY NOT WORK IN YOUR REGION","META AI DOESN'T WORK OUT OF SPECIFIC REGIONS. I live in El Salvador. I tried USING a VPN, creating an account for the US, but none of it worked. I can still ask meta for local weather and local time.  I can make and answer phone calls. It reads out loud my WhatsApp messages. That's it. If I try asking for anything else; the response is, “this feature is not yet available in your region."" No translation services. No Spotify; unless, I play it from my phone. Hopefully, service would be available any time in the near future.",United States,0,0,1.314869229600491
"December 15, 2025",TRUE,5,NA,What a cool gift,"These weee an amazing present for my bf he really liked them more than I thought and was able to ask questions in real time about traffic take videos etc. the quality is good. I got them for Black Friday, saw they went on sale even more wish I got them for the lower price but they are still an awesome gift.",United States,1,1,4.984814450233437
"December 19, 2025",TRUE,5,NA,Great,Everything thing was great  for this order!!’,United States,2,1,5.1131240406344975
"December 4, 2025",TRUE,5,NA,Excelentes  a mi esposo le encantan,Excelentes  a mi esposo le encantan,United States,4,1,7.153000587335042
"July 23, 2025",TRUE,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,4,1,4.111934916779694
"December 22, 2025",TRUE,5,NA,super handy!!,I love these glasses! They're super helpful to use when I don't want to take out my phone. Trying the display ones next!,United States,1,1,5.479518680297495
"November 18, 2025",TRUE,5,10,Best action adventure capturing device.,One of the best purchases ever! I have captured so many cool events that I would never have done with a phone. The POV is prefect and you can listen to music the whole time. Sound quality is actually pretty incredible. 10/10. Send it get a pair.,United States,10,1,6.4286560859664394
"December 29, 2025",TRUE,4,NA,Nice item with many features,Husband said he likes it,United States,2,1,3.2881993795650564
"November 18, 2025",TRUE,5,10,Best action adventure capturing device.,One of the best purchases ever! I have captured so many cool events that I would never have done with a phone. The POV is prefect and you can listen to music the whole time. Sound quality is actually pretty incredible. 10/10. Send it get a pair.,United States,9,1,6.7360614856887375
"October 12, 2025",TRUE,3,5,Nice video taking!,"I recently upgraded from the Stories to these glasses, and I have no regrets. The matte black design is absolutely stunning, and the tint change in sunlight works wonders. They fit snugly on my head, slightly bending the glasses out, but they stay in place. They’re comfortable for a few hours, but I need to take them off to give my head a break.<br><br>These glasses are perfect for listening to music secretly and taking hands-free videos and photos. I especially love the touch controls and the Meta AI whenever I’m too busy with my hands. However, the connectivity can be inconsistent. Spotify sometimes doesn’t work, and the Wi-Fi connection for downloading videos doesn’t even establish a connection, forcing me to shut down and restart the glasses.<br><br>Another interesting feature is the light placement. It’s on the right side, middle, inside the right glasses frame. This placement sometimes makes me look in that direction to check if the glasses are listening. In contrast, the light on the Stories glasses was closer to the temples.<br><br>Overall, these glasses are incredibly nice and have received multiple compliments.",United States,3,0,2.45403378702733
"July 23, 2025",TRUE,4,2,Sharp sunglasses with cool tech,"Admittedly, I purchased the sunglasses on the sleek style and appearance alone, the technology is a plus. The lenses are clear, but the Ray-Ban logo etching in the corner of the glasses is distracting. The weight of the glasses is nice, but they have a hollow feel to them. I selected the large size and the fit is excellent. The Shiny Caramel color of the glasses looks amazing and suits me perfect! Meta AI integration is an awesome feature, and the battery life is long with infrequent charging. Overall, great product and I would buy it again.",United States,5,1,4.46359348950186
"August 26, 2025",TRUE,5,3,Glad I finally got them,"This review is for the size large wayfarer. I was in the fence for a long time about getting these. I bought a cheaper knock of brand to try the basic features of AI glasses and the music and call capabilities of the mic and speakers, and I'm glad I went cheap first. The speaker volume was dismal and the app sucked it was almost impossible to find, much less upload videos. So I bought the metas, wow! I'm not a content creator or anything like that but the volume of the speakers and sound quality is much better than I expected, the pictures are plenty clear enough for me and the videos upload pretty seamlessly to the app and to my phone. I've used the AI just to ask some basic things and it is quick to respond. So far the supposed horrible battery life hasn't happened for me because I don't do much but listen to music and make an occasional phone call or snap a picture here and there. If battery life became an issue I bought a charger that can be used while you are wearing the glasses that can be connected to a power bank. Problem solved.",United States,1,1,6.912074401905192
